city_id,zone_id,date,pm25,pm10,no2,pollution_trend_3days,humidity,wind_speed,rainfall_last_3_days,water_quality_index,reservoir_level,violations_last_7_days,avg_violation_severity,repeat_offender_rate,population_density,industrial_density,green_cover_percentage,drainage_quality_index,social_vulnerability_index,risk_score
Delhi,Central_Delhi,2025-01-03,154,274,48,0,44,5,7,67,71,6,2.42,0.24,15453,0.57,15,0.75,0.59,21.94
Delhi,North_East_Delhi,2025-01-03,106,196,33,-1,43,3,14,47,38,0,3.04,0.41,15211,0.49,9,0.45,0.8,17.26
Delhi,North_West_Delhi,2025-01-03,219,243,55,1,41,4,2,78,50,11,3.39,0.45,8470,0.79,16,0.41,0.67,26.5
Delhi,South_East_Delhi,2025-01-03,144,275,42,-1,61,3,2,41,36,2,2.38,0.75,8067,0.3,28,0.54,0.63,19.56
Delhi,South_West_Delhi,2025-01-03,109,150,61,1,65,7,12,41,50,9,3.66,0.79,8231,0.78,5,0.56,0.76,20.54
Delhi,Shahdara,2025-01-03,129,232,66,-1,66,3,18,66,54,11,1.71,0.25,11438,0.48,7,0.77,0.31,21.1
Delhi,North_Delhi,2025-01-04,216,275,45,-1,67,6,2,46,79,1,3.04,0.79,15426,0.56,12,0.32,0.37,21.18
Delhi,South_Delhi,2025-01-04,134,200,33,-1,80,2,11,62,75,8,2.34,0.72,11893,0.46,10,0.38,0.7,21.02
Delhi,East_Delhi,2025-01-04,128,217,54,1,78,3,12,71,41,0,4.74,0.77,11775,0.44,9,0.38,0.69,18.32
Delhi,West_Delhi,2025-01-04,153,223,46,-1,59,4,11,76,33,2,4.58,0.59,15938,0.79,19,0.68,0.65,19.44
Delhi,Central_Delhi,2025-01-04,175,204,63,1,74,4,13,72,56,4,4.62,0.32,15048,0.8,6,0.31,0.85,22.8
Delhi,North_East_Delhi,2025-01-04,197,205,40,0,47,2,3,70,76,3,2.68,0.63,12900,0.54,23,0.6,0.36,19.22
Delhi,North_West_Delhi,2025-01-04,180,162,50,-1,68,5,2,53,69,8,3.65,0.54,8941,0.54,7,0.78,0.67,22.38
Delhi,South_East_Delhi,2025-01-04,183,244,44,-1,57,6,7,59,60,0,1.54,0.65,11925,0.42,19,0.43,0.4,18.72
Delhi,South_West_Delhi,2025-01-04,161,190,30,-1,42,3,5,72,76,0,1.55,0.23,12446,0.36,19,0.73,0.81,18.94
Delhi,Shahdara,2025-01-04,111,238,66,0,41,6,6,78,40,8,2.53,0.15,9468,0.69,28,0.36,0.73,20.98
Delhi,North_Delhi,2025-01-05,173,198,55,0,71,1,6,43,57,8,4.29,0.45,10255,0.85,20,0.73,0.4,20.78
Delhi,South_Delhi,2025-01-05,169,268,37,1,44,3,18,70,41,8,4.81,0.55,9927,0.79,19,0.7,0.55,22.6
Delhi,East_Delhi,2025-01-05,106,193,47,1,69,5,17,46,57,6,2.92,0.47,13272,0.64,17,0.5,0.31,16.62
Delhi,West_Delhi,2025-01-05,139,253,54,-1,49,7,10,63,55,10,1.52,0.37,10550,0.87,26,0.67,0.47,21.48
Delhi,Central_Delhi,2025-01-05,195,239,47,1,56,4,12,48,53,0,2.84,0.78,10069,0.88,6,0.71,0.67,21.3
Delhi,North_East_Delhi,2025-01-05,107,270,63,-1,76,3,14,52,75,7,4.49,0.22,12644,0.65,29,0.53,0.78,21.26
Delhi,North_West_Delhi,2025-01-05,187,219,61,0,64,6,19,76,68,7,1.71,0.19,14197,0.41,23,0.64,0.52,22.08
Delhi,South_East_Delhi,2025-01-05,84,214,33,1,42,1,7,42,71,3,2.69,0.56,9022,0.67,21,0.48,0.43,15.24
Delhi,South_West_Delhi,2025-01-05,159,298,30,0,51,3,10,58,72,11,4,0.74,11715,0.7,24,0.59,0.54,23.6
Delhi,Shahdara,2025-01-05,130,213,61,1,49,1,18,49,33,10,1.75,0.74,13482,0.43,22,0.35,0.33,19.78
Delhi,North_Delhi,2025-01-06,161,264,33,-1,51,6,4,47,51,8,1.79,0.24,9121,0.53,7,0.75,0.31,21.16
Delhi,South_Delhi,2025-01-06,201,161,62,1,61,2,7,73,75,8,3.85,0.54,11983,0.31,21,0.36,0.46,21.62
Delhi,East_Delhi,2025-01-06,83,150,50,-1,47,7,12,64,63,9,2.19,0.17,8753,0.68,25,0.73,0.85,19.02
Delhi,West_Delhi,2025-01-06,131,265,41,0,44,5,6,59,58,4,2.54,0.27,9554,0.58,10,0.39,0.84,21.6
Delhi,Central_Delhi,2025-01-06,122,229,43,1,63,1,0,73,76,8,1.92,0.23,14482,0.79,28,0.59,0.34,18.44
Delhi,North_East_Delhi,2025-01-06,163,270,67,1,55,6,13,65,52,9,4.2,0.4,11254,0.64,23,0.69,0.61,23.6
Delhi,North_West_Delhi,2025-01-06,147,267,46,0,82,1,5,74,63,10,2.4,0.4,11125,0.68,22,0.71,0.54,22.5
Delhi,South_East_Delhi,2025-01-06,189,217,53,0,72,6,19,75,35,9,2.9,0.5,15848,0.31,17,0.62,0.89,25.22
Delhi,South_West_Delhi,2025-01-06,107,156,52,0,48,4,9,41,38,9,2.71,0.61,15448,0.86,21,0.75,0.5,18.2
Delhi,Shahdara,2025-01-06,82,282,50,-1,61,1,4,62,46,1,3.48,0.52,9411,0.42,10,0.67,0.51,16.98
Delhi,North_Delhi,2025-01-07,89,212,35,1,59,3,5,47,78,7,2.16,0.44,14695,0.84,17,0.49,0.49,17.56
Delhi,South_Delhi,2025-01-07,218,182,56,-1,54,7,6,69,65,11,2.04,0.33,11530,0.85,7,0.78,0.79,26.34
Delhi,East_Delhi,2025-01-07,86,155,40,0,61,5,9,75,47,2,2.41,0.2,11473,0.68,17,0.42,0.38,13.74
Delhi,West_Delhi,2025-01-07,134,182,39,1,84,6,15,51,39,7,3.13,0.4,12345,0.67,27,0.57,0.76,20.06
Delhi,Central_Delhi,2025-01-07,180,218,43,0,50,5,11,65,38,2,4.83,0.71,15728,0.62,27,0.79,0.46,18.9
Delhi,North_East_Delhi,2025-01-07,200,236,39,1,57,3,9,76,57,8,2.04,0.52,10402,0.8,19,0.67,0.46,22.7
Delhi,North_West_Delhi,2025-01-07,194,199,69,0,76,4,11,48,31,10,2.24,0.16,15349,0.34,7,0.49,0.69,24.98
Delhi,South_East_Delhi,2025-01-07,104,239,57,0,41,7,13,52,58,9,4.85,0.2,9068,0.82,21,0.66,0.55,20.14
Delhi,South_West_Delhi,2025-01-07,85,226,35,0,55,7,6,52,56,0,3.13,0.37,14490,0.47,27,0.66,0.74,15.98
Delhi,Shahdara,2025-01-07,200,289,67,-1,68,7,18,64,49,4,3.95,0.52,8471,0.82,23,0.79,0.86,24.96
Delhi,North_Delhi,2025-01-08,106,212,58,1,82,2,17,50,49,2,4.31,0.26,10744,0.64,23,0.36,0.37,15.74
Delhi,South_Delhi,2025-01-08,140,290,34,0,54,4,8,57,34,6,4.35,0.47,12655,0.62,7,0.36,0.9,23.6
Delhi,East_Delhi,2025-01-08,205,192,60,0,72,1,4,41,56,2,1.8,0.26,8876,0.67,19,0.67,0.36,19.44
Delhi,West_Delhi,2025-01-08,189,298,34,0,61,1,15,46,34,1,3.17,0.46,10451,0.85,6,0.72,0.59,21.9
Delhi,Central_Delhi,2025-01-08,150,267,38,-1,70,4,9,55,55,11,2.73,0.15,10176,0.33,28,0.37,0.51,22.44
Delhi,North_East_Delhi,2025-01-08,99,242,61,-1,66,6,10,71,72,4,2.02,0.13,12541,0.84,17,0.63,0.32,16.86
Delhi,North_West_Delhi,2025-01-08,204,236,36,-1,56,4,12,68,79,8,4.42,0.47,8563,0.53,15,0.46,0.61,23.86
Delhi,South_East_Delhi,2025-01-08,126,288,49,1,42,3,11,79,31,7,2.06,0.18,8113,0.48,10,0.46,0.61,21.84
Delhi,South_West_Delhi,2025-01-08,156,205,55,0,81,1,13,53,63,7,3.77,0.23,15643,0.72,8,0.66,0.73,22.3
Delhi,Shahdara,2025-01-08,131,289,60,1,65,2,12,41,40,3,4,0.1,14740,0.83,27,0.53,0.54,19.58
Delhi,North_Delhi,2025-01-09,216,162,48,-1,68,1,1,41,52,4,2.99,0.21,13020,0.78,15,0.49,0.62,21.56
Delhi,South_Delhi,2025-01-09,100,221,42,-1,48,4,7,70,69,11,4.15,0.79,11638,0.79,5,0.37,0.3,19.26
Delhi,East_Delhi,2025-01-09,195,273,41,-1,56,6,14,50,77,8,3.22,0.61,14143,0.54,12,0.6,0.64,24.64
Delhi,West_Delhi,2025-01-09,163,161,62,0,50,1,4,45,38,1,1.61,0.62,9484,0.77,19,0.33,0.5,17.62
Delhi,Central_Delhi,2025-01-09,181,236,37,1,41,5,10,70,43,1,1.82,0.77,8027,0.47,12,0.55,0.69,20.76
Delhi,North_East_Delhi,2025-01-09,125,198,60,0,79,4,17,78,65,3,4.06,0.1,12543,0.37,29,0.48,0.6,17.8
Delhi,North_West_Delhi,2025-01-09,206,272,49,0,54,2,10,77,31,11,2.97,0.42,9729,0.36,24,0.31,0.7,26.3
Delhi,South_East_Delhi,2025-01-09,153,246,58,1,76,6,4,55,76,7,2.83,0.29,11446,0.64,29,0.45,0.34,19.88
Delhi,South_West_Delhi,2025-01-09,110,168,53,-1,56,4,15,65,63,1,2.09,0.69,13722,0.77,10,0.41,0.6,16.42
Delhi,Shahdara,2025-01-09,180,231,50,-1,57,5,0,40,74,9,2.11,0.27,12018,0.85,28,0.5,0.56,22.66
Delhi,North_Delhi,2025-01-10,211,274,58,1,54,3,11,40,34,2,3.59,0.28,8198,0.5,8,0.59,0.56,22.92
Delhi,South_Delhi,2025-01-10,81,298,41,-1,56,3,2,44,57,1,3.14,0.3,10998,0.47,18,0.44,0.8,18.5
Delhi,East_Delhi,2025-01-10,126,159,32,1,73,5,16,56,43,0,2.63,0.38,15167,0.41,25,0.44,0.74,16.3
Delhi,West_Delhi,2025-01-10,98,278,43,0,68,2,2,59,40,3,4.88,0.51,14596,0.62,26,0.76,0.85,19.6
Delhi,Central_Delhi,2025-01-10,94,266,55,0,51,7,14,71,32,8,1.7,0.51,13876,0.67,24,0.7,0.7,20.62
Delhi,North_East_Delhi,2025-01-10,172,239,48,-1,67,5,8,62,47,8,3.87,0.28,13274,0.52,22,0.47,0.83,23.92
Delhi,North_West_Delhi,2025-01-10,163,219,62,0,84,3,5,73,65,4,1.52,0.22,13027,0.88,7,0.65,0.86,22.62
Delhi,South_East_Delhi,2025-01-10,127,294,47,-1,77,5,11,75,35,8,4.48,0.5,10741,0.32,21,0.63,0.6,21.86
Delhi,South_West_Delhi,2025-01-10,93,274,40,-1,74,3,17,79,35,0,3.13,0.54,13272,0.62,14,0.57,0.86,18.6
Delhi,Shahdara,2025-01-10,123,233,33,0,66,7,2,78,78,7,2.38,0.28,14242,0.52,22,0.46,0.36,18.32
Delhi,North_Delhi,2025-01-11,154,199,42,0,72,4,19,52,77,4,1.56,0.6,15018,0.86,25,0.61,0.61,19.24
Delhi,South_Delhi,2025-01-11,189,286,45,-1,50,2,0,53,61,11,2.42,0.5,13345,0.57,5,0.37,0.46,25.14
Delhi,East_Delhi,2025-01-11,192,229,33,1,58,7,7,60,44,8,1.84,0.55,10699,0.78,12,0.77,0.7,23.84
Delhi,West_Delhi,2025-01-11,98,204,54,0,50,4,14,62,73,10,3.8,0.32,12022,0.39,19,0.35,0.62,20.04
Delhi,Central_Delhi,2025-01-11,181,186,57,-1,61,5,13,76,75,3,2.38,0.63,8765,0.58,25,0.61,0.76,20.86
Delhi,North_East_Delhi,2025-01-11,212,244,66,-1,64,7,13,75,60,7,4.67,0.27,12143,0.31,26,0.41,0.86,25.6
Delhi,North_West_Delhi,2025-01-11,85,212,69,-1,76,2,12,53,50,11,3.47,0.41,8701,0.83,7,0.43,0.76,21.7
Delhi,South_East_Delhi,2025-01-11,144,265,51,-1,83,4,0,79,46,9,3.32,0.7,8152,0.3,5,0.75,0.67,23.5
Delhi,South_West_Delhi,2025-01-11,207,224,52,-1,60,7,17,46,55,8,1.89,0.39,15663,0.36,25,0.38,0.68,24.08
Delhi,Shahdara,2025-01-11,162,190,61,-1,50,4,19,43,76,5,4.86,0.78,12369,0.46,12,0.37,0.56,20.38
Delhi,North_Delhi,2025-01-12,97,256,32,1,64,1,2,63,74,8,3.19,0.21,12382,0.36,26,0.64,0.67,19.82
Delhi,South_Delhi,2025-01-12,121,291,37,1,61,2,18,67,47,6,4.06,0.11,13403,0.68,19,0.46,0.33,19.02
Delhi,East_Delhi,2025-01-12,179,290,30,-1,72,5,19,50,73,8,1.57,0.15,10862,0.72,8,0.72,0.57,23.86
Delhi,West_Delhi,2025-01-12,126,171,30,1,52,2,15,41,49,11,3.03,0.12,12845,0.75,5,0.56,0.3,19.06
Delhi,Central_Delhi,2025-01-12,173,200,50,-1,68,4,2,57,77,9,3.85,0.71,13825,0.75,11,0.59,0.81,23.94
Delhi,North_East_Delhi,2025-01-12,176,249,61,0,57,2,11,78,54,2,1.79,0.22,15758,0.75,16,0.69,0.35,19.5
Delhi,North_West_Delhi,2025-01-12,209,220,44,-1,47,6,10,40,44,7,4.65,0.78,9063,0.43,20,0.31,0.66,23.6
Delhi,South_East_Delhi,2025-01-12,120,168,32,0,45,3,4,65,76,1,1.53,0.56,10277,0.31,27,0.79,0.62,15.84
Delhi,South_West_Delhi,2025-01-12,191,185,54,0,55,3,7,72,37,9,2.65,0.17,12386,0.63,20,0.57,0.5,22.22
Delhi,Shahdara,2025-01-12,155,286,43,1,71,4,5,48,71,7,2.64,0.54,8949,0.57,17,0.7,0.48,21.78
Delhi,North_Delhi,2025-01-13,147,254,67,-1,84,3,5,59,46,6,4.85,0.17,9284,0.42,6,0.44,0.79,23.2
Delhi,South_Delhi,2025-01-13,132,251,57,-1,69,5,1,64,53,0,4.02,0.74,11637,0.3,24,0.51,0.77,19.1
Delhi,East_Delhi,2025-01-13,185,250,58,0,74,2,4,68,79,8,4.72,0.36,10235,0.59,25,0.52,0.49,22.7
Delhi,West_Delhi,2025-01-13,175,298,40,0,64,1,3,78,73,6,2.64,0.8,15919,0.51,19,0.56,0.68,23.48
Delhi,Central_Delhi,2025-01-13,170,296,63,1,80,2,11,41,70,11,3.82,0.16,11886,0.52,18,0.48,0.5,24.66
Delhi,North_East_Delhi,2025-01-13,156,263,66,1,82,1,9,78,40,0,2.81,0.24,15407,0.8,8,0.6,0.34,18.54
Delhi,North_West_Delhi,2025-01-13,139,297,67,1,61,1,3,45,69,9,2.17,0.17,14473,0.77,22,0.44,0.86,24.72
Delhi,South_East_Delhi,2025-01-13,181,261,48,1,70,2,8,55,59,8,3.5,0.16,9727,0.8,23,0.73,0.44,22.34
Delhi,South_West_Delhi,2025-01-13,83,265,42,1,74,7,4,46,58,8,4.1,0.41,11388,0.83,22,0.32,0.59,19.32
Delhi,Shahdara,2025-01-13,94,162,42,0,60,6,14,60,54,0,4.86,0.42,9810,0.36,14,0.47,0.85,16.38
Delhi,North_Delhi,2025-01-14,157,168,36,-1,72,5,7,74,39,11,2.44,0.13,10315,0.38,6,0.56,0.39,20.86
Delhi,South_Delhi,2025-01-14,141,236,52,0,75,5,17,44,63,11,2.04,0.54,13756,0.31,10,0.46,0.8,24.2
Delhi,East_Delhi,2025-01-14,122,196,62,1,52,7,2,62,60,10,3.66,0.56,12132,0.74,6,0.57,0.82,22.72
Delhi,West_Delhi,2025-01-14,191,247,52,1,58,3,0,66,77,4,3.12,0.17,13405,0.85,19,0.48,0.33,20.44
Delhi,Central_Delhi,2025-01-14,210,177,44,0,69,1,7,52,74,2,2.17,0.77,10539,0.9,7,0.74,0.67,21.36
Delhi,North_East_Delhi,2025-01-14,112,267,47,-1,58,4,6,51,50,5,3.46,0.39,15756,0.31,10,0.79,0.76,20.92
Delhi,North_West_Delhi,2025-01-14,176,201,41,-1,83,1,18,43,32,7,3.17,0.32,14941,0.58,19,0.72,0.4,20.32
Delhi,South_East_Delhi,2025-01-14,87,196,58,1,47,2,18,75,44,9,3.18,0.17,13850,0.87,9,0.69,0.37,18.02
Delhi,South_West_Delhi,2025-01-14,209,170,37,-1,45,3,15,49,63,11,1.9,0.39,8050,0.51,22,0.53,0.46,22.78
Delhi,Shahdara,2025-01-14,98,177,60,1,51,7,17,44,60,11,3.52,0.45,9269,0.62,28,0.41,0.55,19.24
Delhi,North_Delhi,2025-01-15,203,260,40,1,70,6,19,74,63,5,4.3,0.66,8293,0.38,28,0.67,0.65,22.9
Delhi,South_Delhi,2025-01-15,179,278,63,-1,62,5,7,41,40,6,4.8,0.77,8301,0.59,18,0.5,0.61,23.32
Delhi,East_Delhi,2025-01-15,156,298,53,1,61,3,8,78,53,10,2.69,0.36,10100,0.35,15,0.61,0.41,23.12
Delhi,West_Delhi,2025-01-15,135,169,47,1,84,5,15,59,77,7,3.08,0.55,9643,0.72,5,0.59,0.37,18.54
Delhi,Central_Delhi,2025-01-15,212,229,68,-1,59,1,16,45,55,0,1.51,0.76,14770,0.3,8,0.71,0.61,21.76
Delhi,North_East_Delhi,2025-01-15,81,287,44,-1,53,2,13,51,45,4,4.63,0.35,13508,0.37,14,0.6,0.35,17
Delhi,North_West_Delhi,2025-01-15,189,203,49,0,53,7,4,49,50,6,3.89,0.39,13392,0.77,10,0.71,0.64,22.44
Delhi,South_East_Delhi,2025-01-15,121,154,57,1,70,1,16,44,56,1,1.58,0.29,15281,0.66,12,0.79,0.6,16.58
Delhi,South_West_Delhi,2025-01-15,83,204,69,1,75,7,3,43,32,10,1.73,0.16,10018,0.43,21,0.5,0.56,19.3
Delhi,Shahdara,2025-01-15,219,175,43,0,55,2,9,66,35,0,2.46,0.42,13888,0.7,20,0.75,0.61,19.98
Delhi,North_Delhi,2025-01-16,179,218,44,0,74,4,0,46,70,7,3.08,0.59,9113,0.32,12,0.31,0.39,21.06
Delhi,South_Delhi,2025-01-16,101,273,34,0,70,1,6,61,79,4,3.51,0.7,11759,0.89,20,0.39,0.66,18.94
Delhi,East_Delhi,2025-01-16,211,230,67,1,49,6,19,50,60,10,3.19,0.35,14391,0.82,29,0.76,0.56,24.58
Delhi,West_Delhi,2025-01-16,149,205,42,-1,73,2,17,54,34,11,1.73,0.5,14019,0.38,18,0.33,0.62,22.3
Delhi,Central_Delhi,2025-01-16,219,227,38,-1,61,3,18,73,72,0,2.54,0.17,14481,0.53,18,0.65,0.44,19.98
Delhi,North_East_Delhi,2025-01-16,148,203,65,1,55,6,19,48,69,6,4.57,0.11,14686,0.44,10,0.35,0.84,22.32
Delhi,North_West_Delhi,2025-01-16,103,230,57,0,82,5,10,64,31,6,3.99,0.34,11430,0.85,22,0.59,0.36,17.54
Delhi,South_East_Delhi,2025-01-16,165,193,68,1,73,2,10,72,45,6,2.28,0.62,10770,0.53,19,0.42,0.8,22.26
Delhi,South_West_Delhi,2025-01-16,168,205,60,-1,41,1,4,58,79,2,2.22,0.67,8299,0.85,11,0.41,0.59,19.92
Delhi,Shahdara,2025-01-16,145,168,56,0,52,3,3,45,53,3,2.14,0.14,15931,0.32,27,0.53,0.5,17.4
Delhi,North_Delhi,2025-01-17,208,241,50,0,52,4,2,77,37,9,4.35,0.37,14262,0.86,18,0.7,0.45,23.72
Delhi,South_Delhi,2025-01-17,136,291,33,0,81,4,2,74,36,9,3.18,0.2,14772,0.64,7,0.37,0.66,23.2
Delhi,East_Delhi,2025-01-17,136,228,45,1,52,7,6,40,37,3,2.06,0.64,15570,0.53,24,0.77,0.75,19.64
Delhi,West_Delhi,2025-01-17,195,282,39,1,63,7,16,49,67,11,2.48,0.42,8454,0.44,20,0.72,0.53,25
Delhi,Central_Delhi,2025-01-17,202,234,47,0,51,4,8,72,41,9,2.03,0.72,8332,0.55,21,0.31,0.72,24.78
Delhi,North_East_Delhi,2025-01-17,131,186,67,0,84,2,17,60,77,9,3.11,0.76,11945,0.52,24,0.75,0.54,20.18
Delhi,North_West_Delhi,2025-01-17,148,288,41,0,47,4,5,49,50,3,4.27,0.27,8208,0.41,6,0.41,0.77,22.08
Delhi,South_East_Delhi,2025-01-17,106,252,56,0,53,6,19,51,31,0,1.84,0.77,11753,0.46,17,0.42,0.32,15.64
Delhi,South_West_Delhi,2025-01-17,187,250,52,0,84,5,1,77,46,10,4.53,0.37,9339,0.88,18,0.79,0.89,26.14
Delhi,Shahdara,2025-01-17,155,206,33,0,58,5,9,43,71,5,2.37,0.71,11479,0.7,5,0.32,0.74,21.22
Delhi,North_Delhi,2025-01-18,217,289,42,0,56,2,10,70,68,7,1.73,0.71,8061,0.89,13,0.31,0.86,26.74
Delhi,South_Delhi,2025-01-18,169,233,39,0,51,7,6,40,52,11,2.58,0.38,15197,0.62,8,0.7,0.39,22.62
Delhi,East_Delhi,2025-01-18,187,239,49,0,74,1,8,61,40,11,1.69,0.18,8709,0.54,20,0.48,0.89,26.18
Delhi,West_Delhi,2025-01-18,158,213,51,1,78,7,2,64,63,7,3.73,0.19,13690,0.62,19,0.7,0.48,20.52
Delhi,Central_Delhi,2025-01-18,217,284,46,1,75,4,16,52,72,4,3.52,0.58,8074,0.49,29,0.69,0.72,24.04
Delhi,North_East_Delhi,2025-01-18,123,222,50,-1,62,6,12,76,74,11,2.67,0.76,11561,0.66,11,0.66,0.81,23.18
Delhi,North_West_Delhi,2025-01-18,176,261,39,1,49,6,13,79,32,9,3.31,0.16,8596,0.35,11,0.62,0.84,25.24
Delhi,South_East_Delhi,2025-01-18,149,249,32,-1,57,2,6,59,76,7,1.98,0.23,12632,0.44,15,0.49,0.8,22.58
Delhi,South_West_Delhi,2025-01-18,204,266,47,-1,55,5,0,71,71,8,2.28,0.28,14468,0.58,23,0.64,0.38,22.98
Delhi,Shahdara,2025-01-18,196,292,69,1,63,7,2,46,65,10,3.98,0.77,10832,0.32,15,0.48,0.58,25.94
Delhi,North_Delhi,2025-01-19,197,207,35,0,55,1,16,70,76,3,3.8,0.42,15263,0.37,23,0.67,0.62,20.72
Delhi,South_Delhi,2025-01-19,131,192,68,0,76,6,10,68,54,7,3.82,0.54,9443,0.72,15,0.67,0.67,20.66
Delhi,East_Delhi,2025-01-19,210,189,69,1,74,6,4,43,55,5,2.5,0.67,13613,0.38,20,0.48,0.83,23.74
Delhi,West_Delhi,2025-01-19,106,177,60,1,76,3,15,77,76,0,2.33,0.48,15439,0.38,8,0.42,0.48,15.54
Delhi,Central_Delhi,2025-01-19,127,271,64,0,68,6,5,65,55,0,3.39,0.6,10150,0.59,13,0.64,0.44,17.9
Delhi,North_East_Delhi,2025-01-19,126,212,56,1,59,1,10,68,50,8,3.54,0.35,12781,0.81,28,0.71,0.64,20.32
Delhi,North_West_Delhi,2025-01-19,158,207,63,0,48,6,9,69,50,6,2.7,0.4,10615,0.45,8,0.31,0.89,23.14
Delhi,South_East_Delhi,2025-01-19,83,192,31,0,40,2,18,68,70,10,4.69,0.67,14897,0.32,23,0.34,0.7,19.06
Delhi,South_West_Delhi,2025-01-19,187,189,37,0,56,4,19,46,33,9,2,0.55,12995,0.38,23,0.33,0.64,22.52
Delhi,Shahdara,2025-01-19,130,183,66,1,45,3,3,58,60,7,4.53,0.13,13279,0.61,28,0.62,0.75,20.36
Delhi,North_Delhi,2025-01-20,95,299,54,1,80,6,3,73,60,0,2.87,0.3,8245,0.52,24,0.4,0.7,18.1
Delhi,South_Delhi,2025-01-20,150,272,50,-1,74,4,0,58,49,2,2.2,0.36,10760,0.47,22,0.6,0.53,19.54
Delhi,East_Delhi,2025-01-20,125,276,68,0,61,6,5,74,57,5,3.1,0.23,10787,0.34,13,0.65,0.4,19.76
Delhi,West_Delhi,2025-01-20,178,215,48,0,74,4,18,54,77,6,3.56,0.59,14601,0.51,17,0.53,0.32,20.02
Delhi,Central_Delhi,2025-01-20,167,252,45,1,59,1,0,66,73,5,4.91,0.41,9991,0.33,18,0.72,0.8,22.7
Delhi,North_East_Delhi,2025-01-20,148,175,33,-1,59,2,6,56,55,1,3.05,0.57,8124,0.58,21,0.66,0.63,17.42
Delhi,North_West_Delhi,2025-01-20,88,225,41,1,65,7,7,49,79,4,2.29,0.36,13838,0.32,27,0.44,0.56,16.72
Delhi,South_East_Delhi,2025-01-20,152,265,60,0,71,2,12,44,62,3,2.89,0.8,11725,0.72,29,0.31,0.53,19.8
